latitude,rating,url,name,longitude
40.720013,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d2734381-Reviews-La_Colombe_Torrefaction-New_York_City_New_York.html,La Colombe Torrefaction,-74.00393
40.714767,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d2655435-Reviews-ATRIO_Bar_Restaurant-New_York_City_New_York.html,ATRIO Bar & Restaurant,-74.01599
40.718468,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d549298-Reviews-Square_Diner-New_York_City_New_York.html,Square Diner,-74.00725
40.719036,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d5327176-Reviews-American_Cut-New_York_City_New_York.html,American Cut,-74.01034
40.71432,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d7757313-Reviews-Gran_Morsi-New_York_City_New_York.html,Gran Morsi,-74.00777
40.720978,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d3734303-Reviews-Tribeca_Bagels-New_York_City_New_York.html,Tribeca Bagels,-74.004364
40.716934,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d4191699-Reviews-Weather_Up-New_York_City_New_York.html,Weather Up,-74.00874
40.720634,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d1436043-Reviews-Nancy_Whiskey_Pub-New_York_City_New_York.html,Nancy Whiskey Pub,-74.00497
40.71848,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d424258-Reviews-Zutto-New_York_City_New_York.html,Zutto,-74.00908
40.71938,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d1318360-Reviews-Church_Lounge_Tribeca_Grand_Hotel-New_York_City_New_York.html,Church Lounge @ Tribeca Grand Hotel,-74.00478
40.717403,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d3418339-Reviews-Laughing_Man-New_York_City_New_York.html,Laughing Man,-74.01018
40.71772,5,https://www.tripadvisor.com/Restaurant_Review-g60763-d4616655-Reviews-Billys_Bakery-New_York_City_New_York.html,Billys Bakery,-74.00452
40.715305,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d5085506-Reviews-Kaffe_1668-New_York_City_New_York.html,Kaffe 1668,-74.011375
40.71505,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d1034743-Reviews-Patriot_Saloon-New_York_City_New_York.html,Patriot Saloon,-74.00821
40.715286,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d5562885-Reviews-Harry_s_Italian-New_York_City_New_York.html,Harry's Italian,-74.01481
40.717316,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d424257-Reviews-Roc_Restaurant-New_York_City_New_York.html,Roc Restaurant,-74.0105
40.72138,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d6966967-Reviews-Crave_Espresso_Bar-New_York_City_New_York.html,Crave Espresso Bar,-74.00497
40.714767,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d8559901-Reviews-The_Loopy_Doopy_Rooftop_Bar-New_York_City_New_York.html,The Loopy Doopy Rooftop Bar,-74.01599
40.718456,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d2035627-Reviews-Da_Mikele-New_York_City_New_York.html,Da Mikele,-74.00477
40.720608,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d423586-Reviews-Tataki_Japanese_Restaurant-New_York_City_New_York.html,Tataki Japanese Restaurant,-74.00491
40.71968,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d8142949-Reviews-Church_Street_Tavern-New_York_City_New_York.html,Church Street Tavern,-74.003876
40.71884,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d457765-Reviews-The_Harrison-New_York_City_New_York.html,The Harrison,-74.01016
40.71938,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d10260367-Reviews-The_Roxy_Lounge-New_York_City_New_York.html,The Roxy Lounge,-74.00478
40.718437,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d983685-Reviews-VCafe-New_York_City_New_York.html,VCafe,-74.0103
40.713043,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d3736652-Reviews-Little_Italy_Gourmet_Pizza-New_York_City_New_York.html,Little Italy Gourmet Pizza,-74.00833
40.716488,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d933531-Reviews-Rosanjin-New_York_City_New_York.html,Rosanjin,-74.00775
40.72077,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d1955624-Reviews-Lounge_Sheraton_Tribeca-New_York_City_New_York.html,Lounge Sheraton Tribeca,-74.00435
40.714756,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d4077910-Reviews-Maxwell_s-New_York_City_New_York.html,Maxwell's,-74.00655
40.713326,3.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d7256203-Reviews-Barleycorn-New_York_City_New_York.html,Barleycorn,-74.00867
40.720093,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d1436048-Reviews-Smith_and_Mills-New_York_City_New_York.html,Smith and Mills,-74.00976
40.71327,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d4015053-Reviews-Manhattan_Proper-New_York_City_New_York.html,Manhattan Proper,-74.00804
40.713825,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d2395138-Reviews-Takahachi_Bakery-New_York_City_New_York.html,Takahachi Bakery,-74.008415
40.714943,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d4324735-Reviews-Starbucks-New_York_City_New_York.html,Starbucks,-74.00604
40.717304,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d8037039-Reviews-Bar_Cyrk-New_York_City_New_York.html,Bar Cyrk,-74.00857
40.71486,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d4342157-Reviews-Tre_Sorelle-New_York_City_New_York.html,Tre Sorelle,-74.00654
40.71245,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d4324563-Reviews-Starbucks-New_York_City_New_York.html,Starbucks,-74.00829
40.715523,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d4478362-Reviews-Le_Pain_Quotidien-New_York_City_New_York.html,Le Pain Quotidien,-74.01629
40.713577,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d4025337-Reviews-Famous_Famiglia_Pizzeria-New_York_City_New_York.html,Famous Famiglia Pizzeria,-74.00835
40.71677,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d4038924-Reviews-Sushi_of_Gari-New_York_City_New_York.html,Sushi of Gari,-74.00847
40.71957,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d4249244-Reviews-Girello-New_York_City_New_York.html,Girello,-74.00706
40.71677,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d1027941-Reviews-Upstairs_at_Bouley_Bakery-New_York_City_New_York.html,Upstairs at Bouley Bakery,-74.00847
40.714535,3.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d5010751-Reviews-Chipotle_Mexican_Grill-New_York_City_New_York.html,Chipotle Mexican Grill,-74.00636
40.713337,5,https://www.tripadvisor.com/Restaurant_Review-g60763-d10515725-Reviews-Aahar_Indian_Cuisine-New_York_City_New_York.html,Aahar Indian Cuisine,-74.00819
40.71552,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d4114201-Reviews-Starbucks-New_York_City_New_York.html,Starbucks,-74.00884
40.715096,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d8051589-Reviews-Battery_Place_Market-New_York_City_New_York.html,Battery Place Market,-74.01465
40.71569,5,https://www.tripadvisor.com/Restaurant_Review-g60763-d8696617-Reviews-Church_Street_Kitchen-New_York_City_New_York.html,Church Street Kitchen,-74.00761
40.71565,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d1910989-Reviews-Atomic_Wings_Broadway-New_York_City_New_York.html,Atomic Wings Broadway,-74.00546
40.7154,5,https://www.tripadvisor.com/Restaurant_Review-g60763-d4440492-Reviews-Test_Kitchen-New_York_City_New_York.html,Test Kitchen,-74.00965
40.718163,5,https://www.tripadvisor.com/Restaurant_Review-g60763-d3315309-Reviews-Hillside-New_York_City_New_York.html,Hillside,-74.00892
40.71409,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d8790149-Reviews-Rosa_Mexicano-New_York_City_New_York.html,Rosa Mexicano,-74.00903
40.718544,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d1213421-Reviews-B_Flat-New_York_City_New_York.html,B Flat,-74.00477
40.71922,5,https://www.tripadvisor.com/Restaurant_Review-g60763-d7367899-Reviews-Revolution_Sandwich-New_York_City_New_York.html,Revolution Sandwich,-74.00314
40.71735,5,https://www.tripadvisor.com/Restaurant_Review-g60763-d6700033-Reviews-Cafe_Boca_Ciega-New_York_City_New_York.html,Cafe Boca Ciega,-74.00414
40.714554,5,https://www.tripadvisor.com/Restaurant_Review-g60763-d3437961-Reviews-Sunny_One_Restaurant-New_York_City_New_York.html,Sunny One Restaurant,-74.00757
40.719852,5,https://www.tripadvisor.com/Restaurant_Review-g60763-d1435992-Reviews-Anotheroom-New_York_City_New_York.html,Anotheroom,-74.0058
40.721672,5,https://www.tripadvisor.com/Restaurant_Review-g60763-d5451802-Reviews-Tribeca_Film_Festival-New_York_City_New_York.html,Tribeca Film Festival,-74.006134
40.72007,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d1171440-Reviews-Westside_coffee_shop_resturant-New_York_City_New_York.html,westside coffee shop resturant,-74.003624
40.714413,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d4415840-Reviews-Palermo_Pizza-New_York_City_New_York.html,Palermo Pizza,-74.009865
40.714535,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d4292246-Reviews-Saleya-New_York_City_New_York.html,Saleya,-74.00978
40.718933,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d8494187-Reviews-Maison_Kayser-New_York_City_New_York.html,Maison Kayser,-74.01009
40.718163,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d4322217-Reviews-Starbucks-New_York_City_New_York.html,Starbucks,-74.00743
40.718918,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d528127-Reviews-Dennis_Restaurant-New_York_City_New_York.html,Dennis' Restaurant,-74.00718
40.71326,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d4940797-Reviews-Pret_A_Manger-New_York_City_New_York.html,Pret A Manger,-74.00979
40.71919,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d4567782-Reviews-The_Butterfly-New_York_City_New_York.html,The Butterfly,-74.00602
40.71865,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d7710523-Reviews-Dahlia_s_Mexican_Restaurant-New_York_City_New_York.html,Dahlia's Mexican Restaurant,-74.01008
40.718983,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d6844700-Reviews-Littleneck_Outpost-New_York_City_New_York.html,Littleneck Outpost,-74.006775
40.71911,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d2703386-Reviews-Tribeca_Tap_House-New_York_City_New_York.html,Tribeca Tap House,-74.009964
40.716198,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d4461534-Reviews-McDonald_s-New_York_City_New_York.html,McDonald's,-74.0107
40.720917,3.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d3845983-Reviews-Kaffe_1668-New_York_City_New_York.html,Kaffe 1668,-74.009674
40.718975,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d4479729-Reviews-Starbucks-New_York_City_New_York.html,Starbucks,-74.00263
40.71969,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d3785724-Reviews-Hana_Japanese_Restaurant-New_York_City_New_York.html,Hana Japanese Restaurant,-74.01052
40.72014,3.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d1318840-Reviews-Mr_Chow_TriBeca-New_York_City_New_York.html,Mr. Chow - TriBeca,-74.00874
40.71289,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d4330839-Reviews-Roy_Rogers_Restaurant-New_York_City_New_York.html,Roy Rogers Restaurant,-74.00758
40.7154,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d4415974-Reviews-Jamba_Juice-New_York_City_New_York.html,Jamba Juice,-74.00965
40.71192,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d2405587-Reviews-Oliva_Gourmet-New_York_City_New_York.html,Oliva Gourmet,-74.008514
40.72008,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d8724006-Reviews-Grandaisy_Bakery-New_York_City_New_York.html,Grandaisy Bakery,-74.00604
40.7211,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d423405-Reviews-Il_Mattone-New_York_City_New_York.html,Il Mattone,-74.00999
40.715763,3.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d5102620-Reviews-McDonald_s-New_York_City_New_York.html,McDonald's,-74.00522
40.719467,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d795472-Reviews-Bubble_Lounge_NYC-New_York_City_New_York.html,Bubble Lounge - NYC,-74.006386
40.71447,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d7297570-Reviews-Kaede_Japanese_Restaurant-New_York_City_New_York.html,Kaede Japanese Restaurant,-74.00743
40.716103,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d6614446-Reviews-Achilles_Heel-New_York_City_New_York.html,Achilles Heel,-74.01299
40.713295,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d4800128-Reviews-Muscle_Maker_Grill-New_York_City_New_York.html,Muscle Maker Grill,-74.00823
40.71968,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d5416465-Reviews-Bisutoro-New_York_City_New_York.html,Bisutoro,-74.003876
40.71742,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d821506-Reviews-The_Hideaway-New_York_City_New_York.html,The Hideaway,-74.0103
40.71615,3.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d7187970-Reviews-Burger_King-New_York_City_New_York.html,Burger King,-74.00505
40.71397,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d1047404-Reviews-AMISH_FINE_FOOD-New_York_City_New_York.html,AMISH FINE FOOD,-74.01014
40.719246,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d5262707-Reviews-Cafe_Clementine-New_York_City_New_York.html,Cafe Clementine,-74.00606
40.715164,5,https://www.tripadvisor.com/Restaurant_Review-g60763-d3734957-Reviews-Yorganic-New_York_City_New_York.html,Yorganic,-74.01087
40.71409,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d534621-Reviews-Rosie_O_Grady_s_Pub-New_York_City_New_York.html,Rosie O'Grady's Pub,-74.00903
40.718727,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d933820-Reviews-IPN_Deli-New_York_City_New_York.html,IPN Deli,-74.01041
40.716583,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d541316-Reviews-Rosemarie_s-New_York_City_New_York.html,Rosemarie's,-74.00792
40.71749,4.5,https://www.tripadvisor.com/Restaurant_Review-g60763-d2372860-Reviews-Duane_Park_Pastisserie-New_York_City_New_York.html,Duane Park Pastisserie,-74.01007
40.722218,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d457786-Reviews-Dylan_Prime-New_York_City_New_York.html,Dylan Prime,-74.00945
40.714764,4,https://www.tripadvisor.com/Restaurant_Review-g60763-d4817215-Reviews-The_Bigger_Place-New_York_City_New_York.html,The Bigger Place,-74.00958
